Run 1/3

Fold 1
Run 1, Fold 3, GSGD Epoch [32/100], Loss: 0.0024052849039435387
Run 1, Fold 3, GSGD Epoch [33/100], Loss: 0.003475345205515623
Run 1, Fold 3, GSGD Epoch [34/100], Loss: 0.006627529393881559
Run 1, Fold 3, GSGD Epoch [35/100], Loss: 0.002461157040670514
Run 1, Fold 3, GSGD Epoch [36/100], Loss: 0.004324879962950945
Run 1, Fold 3, GSGD Epoch [37/100], Loss: 0.0021458917763084173
Run 1, Fold 3, GSGD Epoch [38/100], Loss: 0.0019388742512091994
Run 1, Fold 3, GSGD Epoch [39/100], Loss: 0.0030289015267044306
Run 1, Fold 3, GSGD Epoch [40/100], Loss: 0.0011510913027450442
Run 1, Fold 3, GSGD Epoch [41/100], Loss: 0.0020347856916487217
Run 1, Fold 3, GSGD Epoch [42/100], Loss: 0.001215576659888029
Run 1, Fold 3, GSGD Epoch [43/100], Loss: 0.0033235440496355295
Run 1, Fold 3, GSGD Epoch [44/100], Loss: 0.0011597620323300362
Run 1, Fold 3, GSGD Epoch [45/100], Loss: 0.0015156468143686652
Run 1, Fold 3, GSGD Epoch [46/100], Loss: 0.0025575426407158375
Run 1, Fold 3, GSGD Epoch [47/100], Loss: 0.001065133372321725
Run 1, Fold 3, GSGD Epoch [48/100], Loss: 0.0022822138853371143
Run 1, Fold 3, GSGD Epoch [49/100], Loss: 0.0014369473792612553
Run 1, Fold 3, GSGD Epoch [50/100], Loss: 0.0010242958087474108
Run 1, Fold 3, GSGD Epoch [51/100], Loss: 0.001847709296271205
Run 1, Fold 3, GSGD Epoch [52/100], Loss: 0.0010684087174013257
Run 1, Fold 3, GSGD Epoch [53/100], Loss: 0.001595043228007853
Run 1, Fold 3, GSGD Epoch [54/100], Loss: 0.0012283355463296175
Run 1, Fold 3, GSGD Epoch [55/100], Loss: 0.003560662269592285
Run 1, Fold 3, GSGD Epoch [56/100], Loss: 0.0013978458009660244
Run 1, Fold 3, GSGD Epoch [57/100], Loss: 0.0010324519826099277
Run 1, Fold 3, GSGD Epoch [58/100], Loss: 0.0011621654266491532
Run 1, Fold 3, GSGD Epoch [59/100], Loss: 0.0010773356771096587
Run 1, Fold 3, GSGD Epoch [60/100], Loss: 0.0011419133516028523
Run 1, Fold 3, GSGD Epoch [61/100], Loss: 0.0010452279821038246
Run 1, Fold 3, GSGD Epoch [62/100], Loss: 0.001025782315991819
Run 1, Fold 3, GSGD Epoch [63/100], Loss: 0.0010458444012328982
Run 1, Fold 3, GSGD Epoch [64/100], Loss: 0.0010872520506381989
Run 1, Fold 3, GSGD Epoch [65/100], Loss: 0.0012182366335764527
Run 1, Fold 3, GSGD Epoch [66/100], Loss: 0.0010705824242904782
Run 1, Fold 3, GSGD Epoch [67/100], Loss: 0.001068710582330823
Run 1, Fold 3, GSGD Epoch [68/100], Loss: 0.0010550341103225946
Run 1, Fold 3, GSGD Epoch [69/100], Loss: 0.0010621680412441492
Run 1, Fold 3, GSGD Epoch [70/100], Loss: 0.0010584879200905561
Run 1, Fold 3, GSGD Epoch [71/100], Loss: 0.0010510478168725967
Run 1, Fold 3, GSGD Epoch [72/100], Loss: 0.0010692523792386055
Run 1, Fold 3, GSGD Epoch [73/100], Loss: 0.0010696911485865712
Run 1, Fold 3, GSGD Epoch [74/100], Loss: 0.0010556296911090612
Run 1, Fold 3, GSGD Epoch [75/100], Loss: 0.0010791345266625285
Run 1, Fold 3, GSGD Epoch [76/100], Loss: 0.001023989636451006
Run 1, Fold 3, GSGD Epoch [77/100], Loss: 0.0011030323803424835
Run 1, Fold 3, GSGD Epoch [78/100], Loss: 0.0010385136120021343
Run 1, Fold 3, GSGD Epoch [79/100], Loss: 0.0010316966800019145
Run 1, Fold 3, GSGD Epoch [80/100], Loss: 0.00103936274535954
Run 1, Fold 3, GSGD Epoch [81/100], Loss: 0.001016550580970943
Run 1, Fold 3, GSGD Epoch [82/100], Loss: 0.0010303542949259281
Run 1, Fold 3, GSGD Epoch [83/100], Loss: 0.001067959237843752
Run 1, Fold 3, GSGD Epoch [84/100], Loss: 0.0010426960652694106
Run 1, Fold 3, GSGD Epoch [85/100], Loss: 0.0010294060921296477
Run 1, Fold 3, GSGD Epoch [86/100], Loss: 0.0010541749652475119
Run 1, Fold 3, GSGD Epoch [87/100], Loss: 0.001032808213494718
Run 1, Fold 3, GSGD Epoch [88/100], Loss: 0.0010135183110833168
Run 1, Fold 3, GSGD Epoch [89/100], Loss: 0.0011163491290062666
Run 1, Fold 3, GSGD Epoch [90/100], Loss: 0.0010282541625201702
Run 1, Fold 3, GSGD Epoch [91/100], Loss: 0.0010341702727600932
Run 1, Fold 3, GSGD Epoch [92/100], Loss: 0.0010747743071988225
Run 1, Fold 3, GSGD Epoch [93/100], Loss: 0.0010887621901929379
Run 1, Fold 3, GSGD Epoch [94/100], Loss: 0.0010259211994707584
Run 1, Fold 3, GSGD Epoch [95/100], Loss: 0.001113816862925887
Run 1, Fold 3, GSGD Epoch [96/100], Loss: 0.0010820593452081084
Run 1, Fold 3, GSGD Epoch [97/100], Loss: 0.0010343772592023015
Run 1, Fold 3, GSGD Epoch [98/100], Loss: 0.001047818223014474
Run 1, Fold 3, GSGD Epoch [99/100], Loss: 0.0010818451410159469
Run 1, Fold 3, GSGD Epoch [100/100], Loss: 0.0010117387864738703
Fold 4
Run 1, Fold 4, GSGD Epoch [1/100], Loss: 0.051660459488630295
Run 1, Fold 4, GSGD Epoch [2/100], Loss: 0.024113886058330536
Run 1, Fold 4, GSGD Epoch [3/100], Loss: 0.02555162087082863
Run 1, Fold 4, GSGD Epoch [4/100], Loss: 0.020104918628931046
Run 1, Fold 4, GSGD Epoch [5/100], Loss: 0.006828073877841234
Run 1, Fold 4, GSGD Epoch [6/100], Loss: 0.021633289754390717
Run 1, Fold 4, GSGD Epoch [7/100], Loss: 0.028761379420757294
Run 1, Fold 4, GSGD Epoch [8/100], Loss: 0.016961591318249702
Run 1, Fold 4, GSGD Epoch [9/100], Loss: 0.025853289291262627
Run 1, Fold 4, GSGD Epoch [10/100], Loss: 0.012335898354649544
Run 1, Fold 4, GSGD Epoch [11/100], Loss: 0.005618289578706026
Run 1, Fold 4, GSGD Epoch [12/100], Loss: 0.014993315562605858
Run 1, Fold 4, GSGD Epoch [13/100], Loss: 0.00630011223256588
Run 1, Fold 4, GSGD Epoch [14/100], Loss: 0.042260754853487015
Run 1, Fold 4, GSGD Epoch [15/100], Loss: 0.019890515133738518
Run 1, Fold 4, GSGD Epoch [16/100], Loss: 0.016777044162154198
Run 1, Fold 4, GSGD Epoch [17/100], Loss: 0.008389110676944256
Run 1, Fold 4, GSGD Epoch [18/100], Loss: 0.0054536135867238045
Run 1, Fold 4, GSGD Epoch [19/100], Loss: 0.011088770814239979
Run 1, Fold 4, GSGD Epoch [20/100], Loss: 0.0024981102906167507
Run 1, Fold 4, GSGD Epoch [21/100], Loss: 0.01063272263854742
Run 1, Fold 4, GSGD Epoch [22/100], Loss: 0.012864348478615284
Run 1, Fold 4, GSGD Epoch [23/100], Loss: 0.0024637605529278517
Run 1, Fold 4, GSGD Epoch [24/100], Loss: 0.0030301802325993776
Run 1, Fold 4, GSGD Epoch [25/100], Loss: 0.008885332383215427
Run 1, Fold 4, GSGD Epoch [26/100], Loss: 0.0050632343627512455
Run 1, Fold 4, GSGD Epoch [27/100], Loss: 0.0017205431358888745
Run 1, Fold 4, GSGD Epoch [28/100], Loss: 0.006919875741004944
Run 1, Fold 4, GSGD Epoch [29/100], Loss: 0.008090506307780743
Run 1, Fold 4, GSGD Epoch [30/100], Loss: 0.0034102166537195444
Run 1, Fold 4, GSGD Epoch [31/100], Loss: 0.003425752744078636
Run 1, Fold 4, GSGD Epoch [32/100], Loss: 0.004982141312211752
Run 1, Fold 4, GSGD Epoch [33/100], Loss: 0.002453460358083248
Run 1, Fold 4, GSGD Epoch [34/100], Loss: 0.0031252687331289053
Run 1, Fold 4, GSGD Epoch [35/100], Loss: 0.0028298215474933386
Run 1, Fold 4, GSGD Epoch [36/100], Loss: 0.0013282990548759699
Run 1, Fold 4, GSGD Epoch [37/100], Loss: 0.0030684901867061853
Run 1, Fold 4, GSGD Epoch [38/100], Loss: 0.0021912315860390663
Run 1, Fold 4, GSGD Epoch [39/100], Loss: 0.0015628035180270672
Run 1, Fold 4, GSGD Epoch [40/100], Loss: 0.0013972489396110177
Run 1, Fold 4, GSGD Epoch [41/100], Loss: 0.001675463281571865
Run 1, Fold 4, GSGD Epoch [42/100], Loss: 0.002196512185037136
Run 1, Fold 4, GSGD Epoch [43/100], Loss: 0.0013192398473620415
Run 1, Fold 4, GSGD Epoch [44/100], Loss: 0.0013845551293343306
Run 1, Fold 4, GSGD Epoch [45/100], Loss: 0.0015829120529815555
Run 1, Fold 4, GSGD Epoch [46/100], Loss: 0.0016701946733519435
Run 1, Fold 4, GSGD Epoch [47/100], Loss: 0.0014633587561547756
Run 1, Fold 4, GSGD Epoch [48/100], Loss: 0.0016517885960638523
Run 1, Fold 4, GSGD Epoch [49/100], Loss: 0.0018288821447640657
Run 1, Fold 4, GSGD Epoch [50/100], Loss: 0.0011219059815630317
Run 1, Fold 4, GSGD Epoch [51/100], Loss: 0.0013675964437425137
Run 1, Fold 4, GSGD Epoch [52/100], Loss: 0.0012808259343728423
Run 1, Fold 4, GSGD Epoch [53/100], Loss: 0.0011823253007605672
Run 1, Fold 4, GSGD Epoch [54/100], Loss: 0.0011933614732697606
Run 1, Fold 4, GSGD Epoch [55/100], Loss: 0.0012054214021191
Run 1, Fold 4, GSGD Epoch [56/100], Loss: 0.001085534575395286
Run 1, Fold 4, GSGD Epoch [57/100], Loss: 0.0013214864302426577
Run 1, Fold 4, GSGD Epoch [58/100], Loss: 0.0011609885841608047
Run 1, Fold 4, GSGD Epoch [59/100], Loss: 0.0011423942632973194
Run 1, Fold 4, GSGD Epoch [60/100], Loss: 0.001170214032754302
Run 1, Fold 4, GSGD Epoch [61/100], Loss: 0.001155742327682674
